site,hit,question,category,worker,worktime,answer
conference,1,I found I could navigate the website without any problems,Error Prevention,AUBB8KU9XV2R8,318,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A6LUA3WLPQ7OG,59,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A6LUA3WLPQ7OG,59,4
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A6LUA3WLPQ7OG,59,2
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A6LUA3WLPQ7OG,59,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A6LUA3WLPQ7OG,59,2
conference,1,The website often did not act as I thought it would,Error Prevention,A6LUA3WLPQ7OG,59,4
conference,1,I found I could navigate the website without any problems,Error Prevention,A6LUA3WLPQ7OG,59,3
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2HJGKYASNAKK9,185,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2HJGKYASNAKK9,185,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2HJGKYASNAKK9,185,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2HJGKYASNAKK9,185,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2HJGKYASNAKK9,185,5
conference,1,The website often did not act as I thought it would,Error Prevention,A2HJGKYASNAKK9,185,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A2HJGKYASNAKK9,185,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A1P41PED1FXROE,111,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A1P41PED1FXROE,111,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A1P41PED1FXROE,111,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A1P41PED1FXROE,111,4
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A1P41PED1FXROE,111,4
conference,1,The website often did not act as I thought it would,Error Prevention,A1P41PED1FXROE,111,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A1P41PED1FXROE,111,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,ADWDNBND4BW94,658,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,ADWDNBND4BW94,658,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,ADWDNBND4BW94,658,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,ADWDNBND4BW94,658,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,ADWDNBND4BW94,658,5
conference,1,The website often did not act as I thought it would,Error Prevention,ADWDNBND4BW94,658,1
conference,1,I found I could navigate the website without any problems,Error Prevention,ADWDNBND4BW94,658,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A20QZAISR4DREU,141,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A20QZAISR4DREU,141,4
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A20QZAISR4DREU,141,3
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A20QZAISR4DREU,141,4
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A20QZAISR4DREU,141,4
conference,1,The website often did not act as I thought it would,Error Prevention,A20QZAISR4DREU,141,2
conference,1,I found I could navigate the website without any problems,Error Prevention,A20QZAISR4DREU,141,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,AP51OABHKXJCO,168,3
conference,2,I could understand what the website was doing,Visibility of System Status,AP51OABHKXJCO,168,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,AP51OABHKXJCO,168,2
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AP51OABHKXJCO,168,3
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AP51OABHKXJCO,168,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AP51OABHKXJCO,168,2
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AP51OABHKXJCO,168,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3UIDFZ7IUOTUO,168,2
conference,2,I could understand what the website was doing,Visibility of System Status,A3UIDFZ7IUOTUO,168,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3UIDFZ7IUOTUO,168,2
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3UIDFZ7IUOTUO,168,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3UIDFZ7IUOTUO,168,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3UIDFZ7IUOTUO,168,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3UIDFZ7IUOTUO,168,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,AYYSG3O9FNU15,186,1
conference,2,I could understand what the website was doing,Visibility of System Status,AYYSG3O9FNU15,186,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,AYYSG3O9FNU15,186,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AYYSG3O9FNU15,186,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AYYSG3O9FNU15,186,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AYYSG3O9FNU15,186,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AYYSG3O9FNU15,186,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,ADWDNBND4BW94,548,3
conference,2,I could understand what the website was doing,Visibility of System Status,ADWDNBND4BW94,548,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,ADWDNBND4BW94,548,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,ADWDNBND4BW94,548,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,ADWDNBND4BW94,548,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",ADWDNBND4BW94,548,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,ADWDNBND4BW94,548,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3774HPOUKYTX7,216,3
conference,2,I could understand what the website was doing,Visibility of System Status,A3774HPOUKYTX7,216,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3774HPOUKYTX7,216,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3774HPOUKYTX7,216,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3774HPOUKYTX7,216,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3774HPOUKYTX7,216,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3774HPOUKYTX7,216,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A22QVNPVZ06RPI,434,2
conference,2,I could understand what the website was doing,Visibility of System Status,A22QVNPVZ06RPI,434,3
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A22QVNPVZ06RPI,434,4
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A22QVNPVZ06RPI,434,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A22QVNPVZ06RPI,434,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A22QVNPVZ06RPI,434,2
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A22QVNPVZ06RPI,434,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A19HCBT1EH8484,661,4
conference,2,I could understand what the website was doing,Visibility of System Status,A19HCBT1EH8484,661,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A19HCBT1EH8484,661,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A19HCBT1EH8484,661,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A19HCBT1EH8484,661,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A19HCBT1EH8484,661,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A19HCBT1EH8484,661,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3VOMP0WOJTB4I,694,2
conference,2,I could understand what the website was doing,Visibility of System Status,A3VOMP0WOJTB4I,694,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3VOMP0WOJTB4I,694,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3VOMP0WOJTB4I,694,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3VOMP0WOJTB4I,694,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3VOMP0WOJTB4I,694,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3VOMP0WOJTB4I,694,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A1P41PED1FXROE,109,1
conference,2,I could understand what the website was doing,Visibility of System Status,A1P41PED1FXROE,109,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A1P41PED1FXROE,109,0
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A1P41PED1FXROE,109,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A1P41PED1FXROE,109,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A1P41PED1FXROE,109,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A1P41PED1FXROE,109,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3IT3XD8AROSP4,213,4
conference,2,I could understand what the website was doing,Visibility of System Status,A3IT3XD8AROSP4,213,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3IT3XD8AROSP4,213,2
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3IT3XD8AROSP4,213,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3IT3XD8AROSP4,213,3
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3IT3XD8AROSP4,213,3
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3IT3XD8AROSP4,213,3
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3OIP9UQMPXZ69,186,4
conference,2,I could understand what the website was doing,Visibility of System Status,A3OIP9UQMPXZ69,186,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3OIP9UQMPXZ69,186,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3OIP9UQMPXZ69,186,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3OIP9UQMPXZ69,186,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3OIP9UQMPXZ69,186,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3OIP9UQMPXZ69,186,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A2JCK494NV7TFX,165,2
conference,2,I could understand what the website was doing,Visibility of System Status,A2JCK494NV7TFX,165,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A2JCK494NV7TFX,165,2
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A2JCK494NV7TFX,165,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A2JCK494NV7TFX,165,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A2JCK494NV7TFX,165,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A2JCK494NV7TFX,165,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3422FS8PT4NQC,138,1
conference,2,I could understand what the website was doing,Visibility of System Status,A3422FS8PT4NQC,138,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3422FS8PT4NQC,138,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3422FS8PT4NQC,138,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3422FS8PT4NQC,138,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3422FS8PT4NQC,138,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3422FS8PT4NQC,138,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A20QZAISR4DREU,325,1
conference,2,I could understand what the website was doing,Visibility of System Status,A20QZAISR4DREU,325,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A20QZAISR4DREU,325,2
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A20QZAISR4DREU,325,3
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A20QZAISR4DREU,325,3
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A20QZAISR4DREU,325,4
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A20QZAISR4DREU,325,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A24QX49QCFKLDH,93,2
conference,2,I could understand what the website was doing,Visibility of System Status,A24QX49QCFKLDH,93,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A24QX49QCFKLDH,93,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A24QX49QCFKLDH,93,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A24QX49QCFKLDH,93,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A24QX49QCFKLDH,93,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A24QX49QCFKLDH,93,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A3SIR6994WP6V,233,5
conference,2,I could understand what the website was doing,Visibility of System Status,A3SIR6994WP6V,233,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A3SIR6994WP6V,233,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3SIR6994WP6V,233,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3SIR6994WP6V,233,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3SIR6994WP6V,233,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3SIR6994WP6V,233,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A2SMAZGQOV2IAU,489,1
conference,2,I could understand what the website was doing,Visibility of System Status,A2SMAZGQOV2IAU,489,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A2SMAZGQOV2IAU,489,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A2SMAZGQOV2IAU,489,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A2SMAZGQOV2IAU,489,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A2SMAZGQOV2IAU,489,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A2SMAZGQOV2IAU,489,5
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,AUBB8KU9XV2R8,202,1
conference,2,I could understand what the website was doing,Visibility of System Status,AUBB8KU9XV2R8,202,4
conference,2,I found it difficult to understand what was going on,Visibility of System Status,AUBB8KU9XV2R8,202,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AUBB8KU9XV2R8,202,2
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AUBB8KU9XV2R8,202,4
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AUBB8KU9XV2R8,202,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AUBB8KU9XV2R8,202,4
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,AQ4PB1PVI9U7V,605,5
conference,2,I could understand what the website was doing,Visibility of System Status,AQ4PB1PVI9U7V,605,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,AQ4PB1PVI9U7V,605,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AQ4PB1PVI9U7V,605,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AQ4PB1PVI9U7V,605,5
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AQ4PB1PVI9U7V,605,1
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AQ4PB1PVI9U7V,605,3
conference,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A6LUA3WLPQ7OG,191,3
conference,2,I could understand what the website was doing,Visibility of System Status,A6LUA3WLPQ7OG,191,5
conference,2,I found it difficult to understand what was going on,Visibility of System Status,A6LUA3WLPQ7OG,191,1
conference,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A6LUA3WLPQ7OG,191,1
conference,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A6LUA3WLPQ7OG,191,2
conference,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A6LUA3WLPQ7OG,191,4
conference,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A6LUA3WLPQ7OG,191,3
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A20QZAISR4DREU,66,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A20QZAISR4DREU,66,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A20QZAISR4DREU,66,3
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A20QZAISR4DREU,66,2
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A20QZAISR4DREU,66,3
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A20QZAISR4DREU,66,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A20QZAISR4DREU,66,2
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3OIP9UQMPXZ69,286,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3OIP9UQMPXZ69,286,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3OIP9UQMPXZ69,286,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3OIP9UQMPXZ69,286,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3OIP9UQMPXZ69,286,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A3OIP9UQMPXZ69,286,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3OIP9UQMPXZ69,286,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1P41PED1FXROE,198,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1P41PED1FXROE,198,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1P41PED1FXROE,198,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1P41PED1FXROE,198,2
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1P41PED1FXROE,198,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A1P41PED1FXROE,198,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1P41PED1FXROE,198,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1BUBB41AO8TZ9,233,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1BUBB41AO8TZ9,233,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1BUBB41AO8TZ9,233,2
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1BUBB41AO8TZ9,233,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1BUBB41AO8TZ9,233,3
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A1BUBB41AO8TZ9,233,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1BUBB41AO8TZ9,233,2
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3IT3XD8AROSP4,237,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3IT3XD8AROSP4,237,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3IT3XD8AROSP4,237,2
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3IT3XD8AROSP4,237,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3IT3XD8AROSP4,237,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A3IT3XD8AROSP4,237,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3IT3XD8AROSP4,237,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,ADWDNBND4BW94,618,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,ADWDNBND4BW94,618,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,ADWDNBND4BW94,618,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,ADWDNBND4BW94,618,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,ADWDNBND4BW94,618,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,ADWDNBND4BW94,618,3
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,ADWDNBND4BW94,618,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A31A4YKVSOYRVS,243,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A31A4YKVSOYRVS,243,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A31A4YKVSOYRVS,243,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A31A4YKVSOYRVS,243,4
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A31A4YKVSOYRVS,243,4
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A31A4YKVSOYRVS,243,2
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A31A4YKVSOYRVS,243,2
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2DNSD743W4OC2,102,3
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2DNSD743W4OC2,102,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2DNSD743W4OC2,102,2
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2DNSD743W4OC2,102,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2DNSD743W4OC2,102,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A2DNSD743W4OC2,102,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2DNSD743W4OC2,102,2
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A26GD7O74RXO5U,157,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A26GD7O74RXO5U,157,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A26GD7O74RXO5U,157,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A26GD7O74RXO5U,157,2
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A26GD7O74RXO5U,157,4
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A26GD7O74RXO5U,157,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A26GD7O74RXO5U,157,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A26M2B8NZVKWTZ,175,3
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A26M2B8NZVKWTZ,175,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A26M2B8NZVKWTZ,175,4
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A26M2B8NZVKWTZ,175,3
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A26M2B8NZVKWTZ,175,3
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A26M2B8NZVKWTZ,175,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A26M2B8NZVKWTZ,175,5
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A19HCBT1EH8484,802,3
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A19HCBT1EH8484,802,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A19HCBT1EH8484,802,3
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A19HCBT1EH8484,802,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A19HCBT1EH8484,802,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A19HCBT1EH8484,802,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A19HCBT1EH8484,802,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AUUAFG5DUF89I,239,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AUUAFG5DUF89I,239,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AUUAFG5DUF89I,239,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AUUAFG5DUF89I,239,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AUUAFG5DUF89I,239,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,AUUAFG5DUF89I,239,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AUUAFG5DUF89I,239,1
